Typové oznaèení;Artikl;Výrobce;Název;Èíslo dílu výrobce
P-504024 BOEHRINGER;3001014;SCHALTAG;Schaltschrank SS PST-H  P-504024  10217;
P-504207 IRUKA;3001015;SCHALTAG;Schaltschrank SS BST-H  P-504207 2012170;
P-504230;3001016;SCHALTAG;Schaltschrank SS PST-H P-504230-2012421;
P-504230;3001017;SCHALTAG;Schaltschrank SS1 PST-H P-504230-2012421;
P-504230;3001018;SCHALTAG;Schaltschrank KR PST-H P-504230-2012421;
;3001019;SCHALTAG;Polyline PMML113     Komm. 20000859 / 10;
SCHALTPLAN 253813;3001021;SCHALTAG;Rozvadec Willy dle schematu 253270;
P-504196;3001030;SCHALTAG;Schaltschrank SS PST-H  P-504196  8511;
P-504196;3001031;SCHALTAG;Buskasten KR PST-H  P-504196  8511;
;3001033;SCHALTAG;Kalibrierer AC ZKWV.E    Komm. 1455/15;
;3001035;SCHALTAG;Ecoline SEL401.B          Komm. 40068226;
;3001036;SCHALTAG;Polyline PMML112          Komm. 40067381;
FA-XXXXXXX;3001045;SCHALTAG;LLSEVO II Grundanl. 85 VDL 41 FA-xxxxxxx;
;3001047;SCHALTAG;LLSEVO II CR 85 VDL 41 FA-xxxxxxx Evatec;
;3001048;SCHALTAG;LLSEVO II DPR 85 VDL 41  FA-xxxxxxx Eva;
;3001049;SCHALTAG;LLSEVO II DPL 85 VDL 41  FA-xxxxxxx Eva;
;3001050;SCHALTAG;LLSEVO II DPG 85 VDL 41  FA-xxxxxxx Eva;
;3001051;SCHALTAG;LLSEVO II DPW 85 VDL 41  FA-xxxxxxx Eva;
;3001052;SCHALTAG;LLSEVO II PR+CR 85 VDL 41 FA-xxxxxxx Eva;
;3001053;SCHALTAG;LLSEVO II PR 85 VDL 41 FA-xxxxxxx Evatec;
FA-3064382;3001054;SCHALTAG;LLSEVO II Grundanl.  FA-3064382  Evatec;
FA-3064382;3001055;SCHALTAG;LLSEVO II CR          FA-3064382  Evatec;
FA-3064382;3001056;SCHALTAG;LLSEVO II DPR        FA-3064382  Evatec;
FA-3064382;3001057;SCHALTAG;LLSEVO II DPL         FA-3064382  Evatec;
FA-3064382;3001058;SCHALTAG;LLSEVO II DPG         FA-3064382  Evatec;
FA-3064382;3001059;SCHALTAG;LLSEVO II DPW        FA-3064382  Evatec;
FA-3064382;3001060;SCHALTAG;LLSEVO II PR+CR      FA-3064382  Evatec;
FA-3064382;3001061;SCHALTAG;LLSEVO II PR          FA-3064382  Evatec;
P-504204, LONZA;3001063;SCHALTAG;Buskasten KR PST 6-6-9 HS2  P-504204;
P-504204, LONZA;3001064;SCHALTAG;Schaltschrank SS PST 6-6-9 HS2  P-504204;
PREMAS 4.0 IOT FELDBOX CE;3001066;SCHALTAG;PREMAS 4.0 IoT Feldbox CE-Ausführung;
PREMAS 4.0 IOT FELDBOX UL;3001067;SCHALTAG;PREMAS 4.0 IoT Feldbox UL-Ausführung;
ZUBEHÖRSET CHAIN;3001068;SCHALTAG;Zubehörset Chain zu Feldboxen PREMAS;
KOMM. 3444 / 90;3001071;SCHALTAG;Kalibrierer AC ZKWV.E    Komm. 1405 / 10;
KOMM. 2894 / 80;3001072;SCHALTAG;Starline PMML211          Komm. 40068339;
HAMILTON 05163;3001073;SCHALTAG;Hamilton Schaltschrank 05163;
;3001074;SCHALTAG AG;Ecoline SEL401.B          Komm. 40069188;
;3001076;SCHALTAG;ZFGUM.A 400V             Komm. 2755 / 60;
P-504101 SANDOZ;3001081;SCHALTAG;Schaltschrank SS PST-H  P-504101 2010792;
P-504101 SANDOZ;3001082;SCHALTAG;Schaltschrank KR PST-H  P-504101 2010792;
P-504101 SANDOZ;3001083;SCHALTAG;Schaltschrank ELD-H45  P-504101 20108xx;
;3001088;SCHALTAG;Gitterkanal A3, U 65x75 L=230mm  V311355;
;3001089;SCHALTAG;Gitterkanal A3, U 65x75 L=454mm  V311495;
P-504101 SANDOZ;3001090;SCHALTAG;Schaltschrank SS PST-H  P-504101 2010789;
P-504101 SANDOZ;3001091;SCHALTAG;Schaltschrank KR PST-H  P-504101 2010789;
;3001100;SCHALTAG;Polyline PMML112          Komm. 40067381;
;3001102;SCHALTAG;Kalibrierer AC ZKWV.E    Komm. 1405 / 10;
KOMM. 20001707 / 10;3001104;SCHALTAG;Polyline PMML112          Komm. 40069007;
KOMM. 20001775 / 110;3001105;SCHALTAG;Ecoline SEL601.B          Komm. 40070176;
;3001106;SCHALTAG;Polyline PMML111     Komm. 20000425 / 90;
;3001107;SCHALTAG;Rozvadec Willy dle schematu 254259;
;3001108;SCHALTAG;Rozvadec Willy dle schematu 254237;
;3001109;SCHALTAG;Rozvadec Willy dle schematu 253910;
;3001110;SCHALTAG;Rozvadec Willy dle schematu 254224;
;3001111;SCHALTAG;Engineering Cabinet CTS-QS Technik;
;3001112;SCHALTAG;Electr. Cabinet Pharma Klimazelle CTS-QS;
;3001120;SCHALTAG;Polyline PMML111         Komm. 1405 / 50;
;3001121;SCHALTAG;Ecoline SEL401.B          Komm. 40068226;
;3001122;SCHALTAG;ZFGUM.A  Basis 400V Kolb. Komm. 40067381;
P-504101 SANDOZ;3001123;SCHALTAG;Umbau Schaltschrank SS PST-H  2010789;
P-504101 SANDOZ;3001124;SCHALTAG;Umbau Schaltschrank SS PST-H  2010792;
XFT2554;3001126;SCHALTAG;Rozvadìè XFT2554;
;3001130;SCHALTAG;Polyline PMML112          Komm. 40067381;
P-504222;3001131;SCHALTAG;Schaltschrank SS  P-504222  8462 1048778;
;3001132;SCHALTAG;Buskasten KR  P-504222  8462  1048780;
P-504222;3001133;SCHALTAG;Schaltschrank SR P-504222  8462  1049486;
;3001134;SCHALTAG;E-RET BAK 761 Samsung KR 20 143649;
P-504270;3001138;SCHALTAG;Schaltschrank Utah P-504270 2012784;
;3001139;SCHALTAG;Starline PMML211          Komm. 40068339;
107.374.689.200;3001140;SCHALTAG;Widerstandsset 107.374.689.200;
;3001141;SCHALTAG;Ecoline SEL601.B          Komm. 40071470;
;3001150;SCHALTAG;Profilschiene Al, 32x18x3, 4383A;
FA-3065061;3001151;SCHALTAG;LLSEVO II  Grundanl.  FA-3065061  Evatec;
FA-3065061;3001152;SCHALTAG;LLSEVO II  CR         FA-3065061  Evatec;
FA-3065061;3001153;SCHALTAG;LLSEVO II  DPR        FA-3065061  Evatec;
FA-3065061;3001154;SCHALTAG;LLSEVO II  DPL        FA-3065061  Evatec;
FA-3065061;3001155;SCHALTAG;LLSEVO II  DPG        FA-3065061  Evatec;
FA-3065061;3001156;SCHALTAG;LLSEVO II  DPW        FA-3065061  Evatec;
FA-3065061;3001157;SCHALTAG;LLSEVO II  PR+CR      FA-3065061  Evatec;
FA-3065061;3001158;SCHALTAG;LLSEVO II  PR         FA-3065061  Evatec;
FA-3065063;3001159;SCHALTAG;LLSEVO II  Grundanl.  FA-3065063  Evatec;
FA-3065063;3001160;SCHALTAG;LLSEVO II  CR         FA-3065063  Evatec;
FA-3065063;3001161;SCHALTAG;LLSEVO II  DPR        FA-3065063  Evatec;
FA-3065063;3001162;SCHALTAG;LLSEVO II  DPL        FA-3065063  Evatec;
FA-3065063;3001163;SCHALTAG;LLSEVO II  DPG        FA-3065063  Evatec;
FA-3065063;3001164;SCHALTAG;LLSEVO II  DPW        FA-3065063  Evatec;
FA-3065063;3001165;SCHALTAG;LLSEVO II  PR+CR      FA-3065063  Evatec;
FA-3065063;3001166;SCHALTAG;LLSEVO II  PR         FA-3065063  Evatec;
FA-3065064;3001167;SCHALTAG;LLSEVO II  Grundanl.  FA-3065064  Evatec;
FA-3065064;3001168;SCHALTAG;LLSEVO II  CR         FA-3065064  Evatec;
FA-3065064;3001169;SCHALTAG;LLSEVO II  DPR        FA-3065064  Evatec;
FA-3065064;3001170;SCHALTAG;LLSEVO II  DPL        FA-3065064  Evatec;
FA-3065064;3001171;SCHALTAG;LLSEVO II  DPG        FA-3065064  Evatec;
FA-3065064;3001172;SCHALTAG;LLSEVO II  DPW        FA-3065064  Evatec;
FA-3065064;3001173;SCHALTAG;LLSEVO II  PR+CR      FA-3065064  Evatec;
FA-3065064;3001174;SCHALTAG;LLSEVO II  PR         FA-3065064  Evatec;
KOMM. 40072481;3001175;SCHALTAG AG;Absetztisch breiter Kasten Komm.40069137;
TRIX;3001176;SCHALTAG;Cabinet TRIX Medical Device Rework;
MD ART-EC-0003...0006;3001177;SCHALTAG;Electrical Cabinet TRIX Medical Device;
P-800001.01.07 PST UMBAU B-TOUCH;3001178;SCHALTAG;Cabinet PST B-Touch P-800001.01.07;
P-504220 FRAUNHOFER;3001179;SCHALTAG;Cabinet SS PST-H  P-504220  4901;
P-504220 FRAUNHOFER;3001180;SCHALTAG;Buskasten KR PST-H  P-504220  4901;
P-504243 BOEHRINGER;3001181;SCHALTAG;Cabinet SS PST-H  P-504243  8176;
P-504243 BOEHRINGER;3001182;SCHALTAG;Buskasten KR PST-H  P-504243  8176;
P-504243 BOEHRINGER;3001183;SCHALTAG;Cabinet SS PST-H  P-504243  8175;
P-504243 BOEHRINGER;3001184;SCHALTAG;Buskasten KR PST-H  P-504243  8175;
SCHALTPLAN 254320;3001185;SCHALTAG;Rozvadec Willy dle schematu 254320;
SCHALTPLAN 254297;3001186;SCHALTAG;Rozvadec Willy dle schematu 254297;
;3001187;SCHALTAG;ZFGUM.A  Basis 400V Kolb. Komm. 40067381;
;3001188;SCHALTAG;Gitterbahn Lanz 100x60, A4 L=604 V309855;
;3001189;SCHALTAG;Gitterbahn Lanz 100x60, A4 L=966 V311084;
;3001190;SCHALTAG;Gitterbahn Lanz 100x60, A4 L=754 V311088;
304267;3001191;;Not-Aus Eaton Fronteinbau 304267 / A;
;3001201;SCHALTAG;Kalibrierer ZKWV600*E     Komm. 40067258;
SONDENSTEUERUNG V00-03;3001203;SCHALTAG;Electrical Cabinet 0025   Cerasus;
;3001204;SCHALTAG;Polyline PMML112          Komm. 40067381;
;3001205;SCHALTAG;Ecoline SEL401.B          Komm. 40068226;
SCHALTPLAN 253855;3001206;SCHALTAG;Rozvadec Willy dle schematu 254297;
P-504277 FERRING;3001207;SCHALTAG;Cabinet SS LST-V  P-504277 2012836;
P-504277 FERRING;3001208;SCHALTAG;Cabinet ELD LST-V  P-504277  2012836;
P-504187 INTERVET;3001209;SCHALTAG;Cabinet SS BST-H  P-504187  2012052;
P-504271 WEST PHARMCEUTICALS;3001210;SCHALTAG;Cabinet SS LST  P-504271  2012803;
P-504271 WEST PHARMCEUTICALS;3001211;SCHALTAG;Cabinet ELD-V55  P-504271  2012803;
;3001220;SCHALTAG;Ecoline SEL601.B          Komm. 40071470;
;3001221;SCHALTAG;Polyline PMML111     Komm. 20000425 / 90;
;3001222;SCHALTAG;Polyline PMML111     Komm. 20000425 / 90;
;3001223;SCHALTAG;Polyline PMML111     Komm. 20000425 / 90;
;3001224;SCHALTAG;ZFGUM.A  Basis 400V Kolb. Komm. 40067381;
SCHALTPLAN 254422;3001225;SCHALTAG;Rozvadec Willy dle schematu 254422;
KOMM. 20002589 / 10;3001226;SCHALTAG;Ecoline SEL601.B     Komm. 20001019 / 10;
P-504281, THERMOFISHER;3001227;SCHALTAG;Cabinet SS PST-H  P-504281 2012900;
P-504281, THERMOFISHER;3001228;SCHALTAG;Buskasten KR PST-H  P-504281 2012900;
P-504281, THERMOFISHER;3001229;SCHALTAG;Cabinet SS PST-H  P-504281 2012898;
P-504281, THERMOFISHER;3001230;SCHALTAG;Buskasten KR PST-H  P-504281 2012898;
KOMM. 20002516 / 60;3001240;SCHALTAG;ZFGUM.A 400V             Komm. 2755 / 60;
KOMM. 5021 / 10;3001241;SCHALTAG;Kalibrierer AC ZKWV.E    Komm. 1405 / 10;
KOMM. 40069313;3001245;SCHALTAG AG;Absetztisch breiter Kasten Komm.40069137;
;3001246;SCHALTAG;Schaltschrank UL PRO-20-0112 MA;
P-504288 ECOLAB CHRISTCHURCH;3001247;SCHALTAG;Cabinet SS LST-V  P-504288  2012998;
P-504288 ECOLAB CHRISTCHURCH;3001248;SCHALTAG;Cabinet ELD PST-H  P-504288  2012998;
;3001251;SCHALTAG;Ecoline SEL601.B          Komm. 40071470;
;3001252;;Rozvadec Willy dle schematu 249562;
;3001257;SCHALTAG;Polyline PMML111     Komm. 20000013 / 10;
;3001258;SCHALTAG;Polyline PMML112          Komm. 40067381;
KOMM. 5554 / 10;3001259;SCHALTAG;Ecoline SEL601.B          Komm. 40069123;
;3001261;SCHALTAG;Polyline PMML113     Komm. 20000859 / 10;
P-504225, FLI RIEMS;3001265;SCHALTAG;Electr. Cabinet SS LST-V  P-504225 10809;
P-504233, BOEHRINGER;3001266;SCHALTAG;Electr. Cabinet SS PST-H  P-504233 11807;
P-504233, BOEHRINGER;3001267;SCHALTAG;Buskasten KR PST-H  P-504233  11807;
ZEICHNUNG 240811 / SCHALTPLAN 252604;3001268;SCHALTAG;Terminal Box Drawing 240811 / 252604;
;3001269;;löschen;
;3001270;SCHALTAG;MoB Ewag - Abgekündigtes Material;
;3001271;SCHALTAG;Polyline PMML111     Komm. 20000425 / 90;
P-504292 THERMO FISHER;3001280;SCHALTAG;Cabinet SS LST-V  P-504292 2013006;
P-504292 THERMO FISHER;3001281;SCHALTAG;Cabinet SS LST-V  P-504292 2013007;
P-504129 CUREVAC;3001282;SCHALTAG;Cabinet SS LST-V  P-504129 2013087;
P-504129 CUREVAC;3001283;SCHALTAG;Cabinet ELD-V45  P-504129 2013087;
P-504129 CUREVAC;3001284;SCHALTAG;Cabinet SS LST-V  P-504129 2013088;
P-504129 CUREVAC;3001285;SCHALTAG;Cabinet ELD-V45  P-504129 2013088;
TYP MA - FLEXMILL-LAB B;3001295;SCHALTAG;Electr. Cabinet UL PRO-20-0199;
;3001296;SCHALTAG;Universalrack incl. mech. Parts    Roche;
FA-3067160;3001297;SCHALTAG;LLSEVO II  Grundanl.  FA-3067160  Evatec;
FA-3067160;3001298;SCHALTAG;LLSEVO II  CR         FA-3067160  Evatec;
FA-3067160;3001299;SCHALTAG;LLSEVO II  DPR       FA-3067160  Evatec;
FA-3067160;3001300;SCHALTAG;LLSEVO II  DPL       FA-3067160  Evatec;
FA-3067160;3001301;SCHALTAG;LLSEVO II  DPG       FA-3067160  Evatec;
FA-3067160;3001302;SCHALTAG;LLSEVO II  DPW      FA-3067160  Evatec;
FA-3067160;3001303;SCHALTAG;LLSEVO II  PR+CR    FA-3067160  Evatec;
FA-3067160;3001304;SCHALTAG;LLSEVO II  PR         FA-3067160  Evatec;
FA-3067161;3001305;SCHALTAG;LLSEVO II  Grundanl.  FA-3067161  Evatec;
FA-3067161;3001307;SCHALTAG;LLSEVO II  CR         FA-3067161  Evatec;
FA-3067161;3001308;SCHALTAG;LLSEVO II  DPR       FA-3067161  Evatec;
FA-3067161;3001309;SCHALTAG;LLSEVO II  DPL       FA-3067161  Evatec;
FA-3067161;3001310;SCHALTAG;LLSEVO II  DPG       FA-3067161  Evatec;
FA-3067161;3001311;SCHALTAG;LLSEVO II  DPW      FA-3067161  Evatec;
FA-3067161;3001312;SCHALTAG;LLSEVO II  PR+CR    FA-3067161  Evatec;
FA-3067161;3001313;SCHALTAG;LLSEVO II  PR         FA-3067161  Evatec;
;3001314;SCHALTAG;Assembly TRIO-PS-2G/1AC/24DC/20;
INOVITAS;3001321;SCHALTAG;Schaltschrank Bahnmessvorrichtung;
SCHALTPLAN 254688;3001324;SCHALTAG;Rozvadec Willy dle schematu 254688;
SCHALTPLAN 254508;3001325;SCHALTAG;Rozvadec Willy dle schematu 254508;
SCHALTPLAN 254689;3001327;SCHALTAG;Rozvadec Willy dle schematu 254689;
P-504285 - 20XXXXX PROJEKT MERCK;3001328;SCHALTAG;El. Cabinet SS PST-H UL DECON P-504285;
P-504285 - 20XXXXX PROJEKT MERCK;3001329;SCHALTAG;El. Cabinet KR PST-H UL DECON P-504285;
P-504285 - 20XXXXX PROJEKT MERCK;3001330;SCHALTAG;El. Cabinet SS1 PST-H UL DECON P-504285;
P-504285 - 20XXXXX PROJEKT MERCK;3001331;SCHALTAG;El. Cabinet SS PST-H UL  GMP  P-504285;
P-504285 - 20XXXXX PROJEKT MERCK;3001332;SCHALTAG;El. Cabinet KR PST-H UL  GMP  P-504285;
P-504285 - 20XXXXX PROJEKT MERCK;3001333;SCHALTAG;El. Cabinet SS1 PST-H UL  GMP  P-504285;
SCHALTPLAN 254864;3001334;SCHALTAG;Rozvadec Willy dle schematu 254864;
SCHALTPLAN 254694;3001335;SCHALTAG;Rozvadec Willy dle schematu 254689;
SCHALTPLAN 254738;3001341;SCHALTAG;Rozvadec Willy dle schematu 254738;
SCHALTPLAN 254833;3001342;SCHALTAG;Rozvadec Willy dle schematu 254833;
SCHALTPLAN 254788;3001343;SCHALTAG;Rozvadec Willy dle schematu 254788;
;3001344;SCHALTAG;Polyline PMML111     Komm. 20000425 / 90;
FA-3066768;3001345;SCHALTAG;LLSEVO II  Grundanl.  FA-3066768  Evatec;
FA-3066768;3001346;SCHALTAG;LLSEVO II  CR         FA-3066768  Evatec;
FA-3066768;3001347;SCHALTAG;LLSEVO II  DPR        FA-3066768  Evatec;
FA-3066768;3001348;SCHALTAG;LLSEVO II  DPL        FA-3066768  Evatec;
FA-3066768;3001349;SCHALTAG;LLSEVO II  DPG        FA-3066768  Evatec;
FA-3066768;3001350;SCHALTAG;LLSEVO II  DPW        FA-3066768  Evatec;
FA-3066768;3001351;SCHALTAG;LLSEVO II  PR+CR      FA-3066768  Evatec;
FA-3066768;3001352;SCHALTAG;LLSEVO II  PR         FA-3066768  Evatec;
P-504272 ECOLAB;3001353;SCHALTAG;Cabinet SS LST-V  P-504272 2012806;
P-504272 ECOLAB;3001354;SCHALTAG;Cabinet SS LST-V  P-504272 2012807;
FA-3065614;3001355;SCHALTAG;LLSEVO II  Grundanl.  FA-3065614  Evatec;
FA-3065614;3001356;SCHALTAG;LLSEVO II  CR         FA-3065614  Evatec;
FA-3065614;3001357;SCHALTAG;LLSEVO II  DPR        FA-3065614  Evatec;
FA-3065614;3001358;SCHALTAG;LLSEVO II  DPL        FA-3065614  Evatec;
FA-3065614;3001359;SCHALTAG;LLSEVO II  DPG        FA-3065614  Evatec;
FA-3065614;3001360;SCHALTAG;LLSEVO II  DPW        FA-3065614  Evatec;
FA-3065614;3001361;SCHALTAG;LLSEVO II  PR+CR      FA-3065614  Evatec;
SCHALTPLAN 233036;3001363;SCHALTAG;Rozvadec Willy dle schematu 254788;
XFT2557;3001364;SCHALTAG;Rozvadìè XFT2557;
;3001365;SCHALTAG;Schaltschrank Kompl. IQ 1055112 Belimed;
;3001366;SCHALTAG;E-RET CLN2 200E Huawei CN 21 300125;
;3001367;SCHALTAG;Profilschiene Al, 32x18x3, 4383A;
GERMANN + FREI AG;3001370;SCHALTAG;Steuerschrank DFM 600 nach UL508A;
GERMANN + FREI AG;3001371;SCHALTAG;Bedien- und Verteilkasten zu  DFM 600;
GERMANN + FREI AG;3001372;SCHALTAG;Schaltschrank 65kVA DFM 600-007 23kW;
SCHALTPLAN 254885;3001373;SCHALTAG;Schaltschrank nach Schaltplan 254885;
GERMANN + FREI AG;3001374;SCHALTAG;Bedien- und Verteilkasten zu  DFM 600;
;3001375;SCHALTAG;Polyline PMML113 Basis    Komm. 40065977;
;3001376;SCHALTAG;Starline PMML211          Komm. 40068339;
SCHALTPLAN 254982;3001381;SCHALTAG;Rozvadec Willy dle schematu 254982;
SCHALTPLAN 254999;3001382;SCHALTAG;Rozvadec Willy dle schematu 254999;
PROTOTYPENSTEUERUNG ROBOSORT;3001383;SCHALTAG;Prototypensteuerung RoboSort      Novita;
102496468;3001384;SCHALTAG;LLSEVO II PR+CR VDL 39 FA-3058571;
CC1 ERD S20;3001385;SCHALTAG;Electrical Cabinet CC1 ERD S20   Erowa;
BASIS ELEKTROKIT CY-STEUERUNG ERD250;3001386;SCHALTAG;Basis Elektrokit CY-Steuerung ERD250;
BASIS ELEKTROKIT XZ-STEUERUNG ERD 250;3001387;SCHALTAG;Basis Elektrokit XZ-Steuerung ERD 250;
MD ART-EC-0007...;3001389;SCHALTAG;Electrical Cabinet ART2020 Artidis;
P-504249 JANSSEN;3001392;SCHALTAG;Electr. Cabinet SS PST-H  P-504249  4948;
P-504249 JANSSEN;3001393;SCHALTAG;Buskasten KR PST-H  P-504249  4948;
EVATEC ART. 305565 / A;3001396;SCHALTAG;Splittingbox für M/S Konfiguration;
P-504315 IDT BIOLOGIKA;3001400;SCHALTAG;Cabinet SS PST-H  P-504315  2013281;
P-504315 IDT BIOLOGIKA;3001401;SCHALTAG;Buskasten KR PST-H  P-504315 2013281;
P-504315 IDT BIOLOGIKA;3001402;SCHALTAG;Cabinet SS PST-H  P-504315  2013282;
P-504315 IDT BIOLOGIKA;3001403;SCHALTAG;Buskasten KR PST-H  P-504315 2013282;
P-504315 IDT BIOLOGIKA;3001404;SCHALTAG;Cabinet SS PST-H  P-504315  2013283;
P-504315 IDT BIOLOGIKA;3001405;SCHALTAG;Buskasten KR PST-H  P-504315 2013283;
FA-3069313;3001407;SCHALTAG;LLSEVO II  Grundanl.  FA-3069313  Evatec;
FA-3069313;3001408;SCHALTAG;LLSEVO II  CR         FA-3069313  Evatec;
FA-3069313;3001409;SCHALTAG;LLSEVO II  DPR       FA-3069313  Evatec;
FA-3069313;3001410;SCHALTAG;LLSEVO II  DPL       FA-3069313  Evatec;
FA-3069313;3001411;SCHALTAG;LLSEVO II  DPG       FA-3069313  Evatec;
FA-3069313;3001412;SCHALTAG;LLSEVO II  DPW      FA-3069313  Evatec;
FA-3069313;3001413;SCHALTAG;LLSEVO II  PR+CR    FA-3069313  Evatec;
FA-3069313;3001414;SCHALTAG;LLSEVO II  PR         FA-3069313  Evatec;
FA-3069314;3001415;SCHALTAG;LLSEVO II  Grundanl.  FA-3069314  Evatec;
FA-3069314;3001416;SCHALTAG;LLSEVO II  CR         FA-3069314  Evatec;
FA-3069314;3001417;SCHALTAG;LLSEVO II  DPR       FA-3069314  Evatec;
FA-3069314;3001418;SCHALTAG;LLSEVO II  DPL       FA-3069314  Evatec;
FA-3069314;3001419;SCHALTAG;LLSEVO II  DPG       FA-3069314  Evatec;
FA-3069314;3001420;SCHALTAG;LLSEVO II  DPW      FA-3069314  Evatec;
FA-3069314;3001421;SCHALTAG;LLSEVO II  PR+CR    FA-3069314  Evatec;
FA-3069314;3001422;SCHALTAG;LLSEVO II  PR         FA-3069314  Evatec;
FA-3068570;3001423;SCHALTAG;LLSEVO II  Grundanl.  FA-3068570  Evatec;
FA-3068570;3001424;SCHALTAG;LLSEVO II  CR         FA-3068570  Evatec;
FA-3068570;3001425;SCHALTAG;LLSEVO II  DPR       FA-3068570  Evatec;
FA-3068570;3001426;SCHALTAG;LLSEVO II  DPL       FA-3068570  Evatec;
FA-3068570;3001427;SCHALTAG;LLSEVO II  DPG       FA-3068570  Evatec;
FA-3068570;3001428;SCHALTAG;LLSEVO II  DPW      FA-3068570  Evatec;
FA-3068570;3001429;SCHALTAG;LLSEVO II  PR+CR    FA-3068570  Evatec;
FA-3068570;3001430;SCHALTAG;LLSEVO II  PR         FA-3068570  Evatec;
;3001431;SCHALTAG;RET-E - Components MagnaTran;
SBV 1200-ST04;3001432;SCHALTAG;Electrical Cabinet SBV 1200-ST04 (UL);
FA-3069315;3001440;SCHALTAG;LLSEVO II  Grundanl.  FA-3069315  Evatec;
FA-3069315;3001441;SCHALTAG;LLSEVO II  PR+CR    FA-3069315  Evatec;
FA-3069315;3001442;SCHALTAG;LLSEVO II  PR         FA-3069315  Evatec;
FA-3069315;3001443;SCHALTAG;LLSEVO II  CR         FA-3069315  Evatec;
FA-3069315;3001444;SCHALTAG;LLSEVO II  DPR        FA-3069315  Evatec;
FA-3069315;3001445;SCHALTAG;LLSEVO II  DPL        FA-3069315  Evatec;
FA-3069315;3001446;SCHALTAG;LLSEVO II  DPG        FA-3069315  Evatec;
FA-3069315;3001447;SCHALTAG;LLSEVO II  DPW        FA-3069315  Evatec;
304601 / A;3001448;SCHALTAG;E-RET OCR-Reader Update CLN200II Evatec;
XFT 2558;3001449;SCHALTAG;Rozvadìè XFT2558;
P-504313 SAMSUNG;3001450;SCHALTAG;Schaltpanel SS BST-H  P-504313  20132xx;
P-504313 SAMSUNG;3001451;SCHALTAG;El. Cabinet SS1 BST-H  P-504313  20132xx;
P-504346, IDT;3001452;SCHALTAG;El. Cabinet SS PST-H  P-504346  2013566;
P-504346, IDT;3001453;SCHALTAG;Buskasten SS PST-H  P-504346  2013566;
FA-3066830;3001454;SCHALTAG;AFP ECR SRA konfiguriert  FA-3066830 Eva;
FA-3066830;3001455;SCHALTAG;SRB konfiguriert  FA-3066830  Evatec;
FA-3059431;3001456;SCHALTAG;Source Rack mit Montageplatte FA-3059431;
FA-3059431;3001458;SCHALTAG;AFP+ECR+SRA Configured  FA-3059431;
FA-3059339;3001459;SCHALTAG;AFP+ECR+SRA Configured  FA-3059339;
FA-3059339;3001460;SCHALTAG;Source Rack mit Montageplatte FA-3059339;
FA-3063832;3001461;SCHALTAG;E-RACK AFP+ECR+SRA+SRB  FA-3063832;
;3001462;SCHALTAG;Gitterbahn Lanz 40x75 A4 L=320 V317515/B;
;3001463;SCHALTAG;ZFGUM.A 400V             Komm. 2755 / 60;
FA-3064005;3001464;SCHALTAG;E-RACK AFP+ECR+SRA+SRB  FA-3064005;
V320197 / C;3001465;SCHALTAG;HVP-Box    V320197 / A    Evatec;
FA-3067866;3001466;SCHALTAG;E-RACK AFP+ECR+SRA+SRB  FA-3067866;
P-504312 BBIO BILTHOVEN;3001467;SCHALTAG;El. Cabinet SS PST-H  P-504312  2013273;
P-504312 BBIO BILTHOVEN;3001468;SCHALTAG;Buskasten KR PST-H  P-504312  2013273;
KLEMMENKASTEN X1623;3001469;SCHALTAG;CTS Option Terminal box X1623       PSG;
;3001470;SCHALTAG;Ecoline SEL601.B          Komm. 40067258;
FA-3070339;3001471;SCHALTAG;LLSEVO II  Grundanl.  FA-3070339  Evatec;
FA-3070339;3001473;SCHALTAG;LLSEVO II  PR+CR      FA-3070339  Evatec;
FA-3070339;3001474;SCHALTAG;LLSEVO II  PR         FA-3070339  Evatec;
FA-3070339;3001475;SCHALTAG;LLSEVO II  CR         FA-3070339  Evatec;
FA-3070339;3001476;SCHALTAG;LLSEVO II  DPR        FA-3070339  Evatec;
FA-3070339;3001477;SCHALTAG;LLSEVO II  DPL        FA-3070339  Evatec;
FA-3070339;3001478;SCHALTAG;LLSEVO II  DPG        FA-3070339  Evatec;
FA-3070339;3001479;SCHALTAG;LLSEVO II  DPW        FA-3070339  Evatec;
KOMM. 7551 / 10;3001480;SCHALTAG;Kalibrierer AC ZKWV.E   Komm. 7551 / 10;
KOMM. 5021 / 10;3001483;SCHALTAG;Kalibrierer AC ZKWV.E    Komm. 1405 / 10;
KOMM. 40069313;3001484;SCHALTAG AG;Absetztisch breiter Kasten Komm.40069137;
ZUBEHÖRSET BELT;3001485;SCHALTAG;Zubehörset Belt zu Feldboxen PREMAS;
;3001486;SCHALTAG;Ecoline SEL601.B          Komm. 40069123;
ZEICHNUNG 240812 / SCHALTPLAN 254843;3001490;SCHALTAG;Fehlerbehebung Klemmenkasten Zchg 240812;
FA-3071892;3001491;SCHALTAG;LLSEVO II  Grundanl.  FA-3071892  Evatec;
FA-3071892;3001492;SCHALTAG;LLSEVO II  CR         FA-3071892 Evatec;
FA-3071892;3001493;SCHALTAG;LLSEVO II  DPR        FA-3071892  Evatec;
FA-3071892;3001494;SCHALTAG;LLSEVO II  DPL         FA-3071892 Evatec;
FA-3071892;3001495;SCHALTAG;LLSEVO II  DPG       FA-3071892  Evatec;
